ObsID,Triad1A,Triad1B,Triad1C,Triad2A,Triad2B,Triad2C,Triad3A,Triad3B,Triad3C,Factor1,Factor2,FactorC,Time
912,34.947453,34.236458,30.816093,29.942024,39.162563,30.895412,30.927246,37.19212,31.880634,Venus,No,A,Time2
913,28.08012,44.581284,27.338596,26.91748,46.059113,27.023407,4.59761,44.08867,51.31372,Mars,No,B,Time2
914,42.280254,47.53694,10.1828,23.143574,48.522167,28.334257,14.9069605,63.30049,21.792545,Mars,Yes,A,Time2
915,93.04422,0.24630737,6.7094736,96.89744,2.7093582,0.39320233,97.14375,2.216751,0.6395059,Jupiter,Yes,D,Time2
916,38.571064,6.650245,54.77869,29.942024,39.162563,30.895412,0.51895994,53.940887,45.54015,Venus,No,A,Time2
917,4.3032985,57.389164,38.307537,0.082712404,26.84729,73.07,26.109678,48.522167,25.368155,Mercury,No,D,Time2
918,21.769588,9.1132965,69.11711,11.848212,11.083748,77.06804,12.930909,79.55665,7.512441,Venus,No,A,Time2
919,4.6122265,92.36453,3.0232422,6.8185353,82.01971,11.161758,27.97158,43.103455,28.924969,Pluto,Yes,B,Time2
920,18.566578,6.1576385,75.27579,52.94453,1.2315292,45.823936,46.78585,4.187187,49.026962,Venus,Yes,B,Time2
921,8.776463,50.985218,40.23832,33.67626,34.236458,32.08728,34.258633,44.08867,21.652702,Venus,No,A,Time2
922,29.703077,42.610836,27.686087,29.837248,40.640396,29.522356,30.576164,39.162563,30.261272,Jupiter,Yes,B,Time2
923,29.80426,41.133003,29.062737,26.621073,38.17734,35.201584,32.198433,37.19212,30.609447,Venus,Yes,C,Time2
924,28.985428,39.901478,31.113096,30.754639,38.916252,30.329111,29.8365,39.901478,30.262026,Saturns,No,B,Time2
925,83.14191,11.576355,5.2817383,10.0017185,84.97537,5.02291,81.76218,10.098526,8.139296,Mars,No,C,Time2
926,8.043964,7.6354675,84.32057,29.772299,41.625614,28.602085,29.839373,40.640396,29.520231,Mars,Yes,A,Time2
927,30.018606,41.133003,28.848392,12.796092,44.08867,43.115242,32.68395,42.610836,24.705217,Jupiter,Yes,D,Time2
928,45.98339,6.650245,47.366367,92.00792,5.665024,2.3270628,5.791582,93.84236,0.36605468,Jupiter,Yes,B,Time2
929,35.371174,34.236458,30.39237,37.913555,34.236458,27.84999,28.533073,41.133003,30.333923,Mercury,Yes,A,Time2
930,48.414932,2.216751,49.36832,0.31649414,99.26108,0.4224219,3.8959522,95.886604,0.21743895,Mars,Yes,A,Time2
931,3.7167456,5.172417,91.11083,94.42394,1.7241365,3.8519151,2.9795074,96.73486,0.28562945,Mars,No,C,Time2
932,33.19568,37.438423,29.365898,29.590189,40.394093,30.015718,31.270308,43.84236,24.88733,Mars,Yes,C,Time2
933,21.682442,20.93596,57.3816,25.151596,25.862068,48.986332,21.557207,50,28.442795,Jupiter,Yes,A,Time2
934,10.593614,7.6354675,81.77092,10.50453,12.068962,77.426506,77.38013,11.083748,11.536126,Mars,Yes,A,Time2
935,39.36425,55.91133,4.7244167,35.371174,34.236458,30.39237,31.419859,36.206894,32.373245,Venus,Yes,D,Time2
936,48.30638,0.7389221,50.954693,3.3660815,46.551723,50.082195,33.11477,36.206894,30.678335,Pluto,Yes,A,Time2
937,32.40508,34.236458,33.358467,38.39573,27.339897,34.264374,28.247107,39.162563,32.59033,Mars,No,B,Time2
938,77.38713,12.068962,10.543909,9.738714,16.00985,74.251434,10.04346,8.620689,81.335846,Jupiter,No,B,Time2
939,44.30143,11.822662,43.875904,11.136155,45.812805,43.051033,36.217377,21.182266,42.600357,Jupiter,No,B,Time2
940,80.31357,9.605911,10.08052,10.68428,11.576355,77.73936,10.152007,10.098526,79.749466,Venus,Yes,C,Time2
941,17.55933,11.576355,70.86431,72.45296,11.576355,15.970688,31.00028,39.162563,29.837154,Jupiter,No,A,Time2
942,6.4545655,93.35469,0.19074708,3.0954053,95.81774,1.0868505,90.86335,3.6945806,5.442074,Mars,No,C,Time2
943,91.89201,7.6354675,0.47252077,92.80835,6.650244,0.5414025,31.59728,36.69951,31.703207,Jupiter,Yes,D,Time2
944,7.3721333,8.128076,84.499794,80.5416,11.576355,7.882035,84.594635,5.172417,10.232941,Uranus,No,A,Time2
945,44.31958,42.610836,13.069582,31.666162,35.714287,32.619553,38.130634,37.19212,24.677246,Venus,No,C,Time2
946,10.941027,16.995071,72.0639,37.036877,37.684727,25.278399,31.557617,34.236458,34.20593,Venus,No,B,Time2
947,8.250452,13.054185,78.695366,17.818787,12.561578,69.61963,17.578749,76.60098,5.820271,Mercury,No,A,Time2
948,44.18757,1.7241365,54.088287,5.7429733,91.37931,2.8777196,84.32278,9.1132965,6.563918,Jupiter,No,B,Time2
949,41.82313,8.620689,49.55618,29.311647,42.11823,28.570124,12.372934,48.029552,39.597515,Pluto,Yes,A,Time2
950,30.474293,40.640396,28.885311,33.75558,39.162563,27.081854,45.029278,44.581284,10.3894415,Mars,No,B,Time2
951,94.09051,3.2019649,2.7075279,0.909497,96.79803,2.2924757,97.27048,0.24630737,2.4832163,Jupiter,No,B,Time2
952,31.317207,37.684727,30.998066,30.264912,40.640396,29.094696,30.757519,39.655174,29.587305,Jupiter,Yes,D,Time2
953,97.636345,1.2315292,1.1321168,0.07789116,95.66354,4.2585654,88.314316,1.2315292,10.454152,Jupiter,No,B,Time2
954,54.278255,3.2019653,42.51978,4.8981886,94.33498,0.7668311,77.39756,17.980293,4.6221423,Uranus,Yes,B,Time2
955,15.91305,73.15271,10.93424,31.528399,37.684727,30.786875,72.834656,13.546799,13.618548,Mars,No,C,Time2
956,30.44059,41.133003,28.426409,80.672226,9.605911,9.721867,82.93404,7.6354685,9.430493,Jupiter,Yes,D,Time2
957,0.14950058,4.679802,95.17069,36.05165,39.655174,24.293175,35.233418,36.206894,28.559689,Jupiter,Yes,A,Time2
958,3.4280524,6.650245,89.9217,6.4833007,89.901474,3.6152248,85.533714,10.098525,4.3677607,Pluto,Yes,B,Time2
959,29.311647,42.11823,28.570124,43.774788,14.039406,42.185802,42.230156,39.162563,18.607279,Mars,Yes,A,Time2
960,47.21262,1.2315292,51.555843,70.21296,8.620689,21.16635,31.952127,37.684727,30.363146,Mars,No,B,Time2
961,90.901024,6.172417,2.9265594,95.95741,3.7192078,0.32337692,33.562115,35.74385,30.694038,Mars,Yes,D,Time2
962,30.257214,37.684727,32.05806,35.350315,22.413788,42.2359,30.680943,37.684727,31.63433,Uranus,Yes,B,Time2
963,3.8959522,95.886604,0.21743895,32.198433,37.19212,30.609447,30.7206,40.14778,29.131615,Venus,Yes,C,Time2
964,79.99838,11.083748,8.917871,80.49099,10.098526,9.410481,10.999468,10.098526,78.90201,Jupiter,Yes,B,Time2
965,85.89092,8.620689,5.4883847,78.549774,10.591133,10.859095,13.449995,78.07882,8.471187,Pluto,Yes,B,Time2
966,29.981686,41.625614,28.3927,31.528399,37.684727,30.786875,13.272576,77.586205,9.141218,Mars,No,D,Time2
967,24.70073,50.492615,24.806658,31.350977,37.19212,31.456905,32.06067,39.162563,28.776772,Venus,No,D,Time2
968,12.802924,11.576355,75.62072,31.636936,39.162563,29.2005,12.247693,77.0936,10.658709,Pluto,Yes,A,Time2
969,69.28827,24.876846,5.834882,11.226986,18.965515,69.807495,64.20352,24.876846,10.919629,Jupiter,Yes,C,Time2
970,74.26789,12.315277,13.416831,16.958395,38.423645,44.61796,22.353,12.315277,65.331726,Jupiter,No,C,Time2
971,86.028694,6.650244,7.3210635,31.952127,37.684727,30.363146,43.530567,35.714287,20.755146,Mars,No,D,Time2
972,53.63744,0.24630737,46.11625,30.227991,41.133003,28.639008,29.557955,41.625614,28.816431,Mars,No,B,Time2
973,34.033203,56.403942,9.562857,74.66733,11.576355,13.756314,33.46962,37.19212,29.33826,Venus,No,C,Time2
974,65.455925,34.236458,0.3076172,55.549442,3.2019653,41.248592,55.756084,0.24630737,43.99761,Pluto,No,D,Time2
975,46.429092,11.822662,41.748245,42.66639,10.837433,46.496178,6.236245,89.655174,4.108579,Mars,Yes,D,Time2
976,44.840057,4.6840057,50.475937,47.639576,4.191391,48.169037,37.119957,43.117447,19.762594,Pluto,Yes,A,Time2
977,27.820984,41.37931,30.799706,31.717846,40.394093,27.888063,95.11791,2.9556656,1.9264224,Mars,Yes,D,Time2
978,16.054987,13.546799,70.39822,18.662073,70.197044,11.140882,31.202772,33.25123,35.545998,Mars,Yes,A,Time2
979,94.91655,0.7389221,4.344522,91.29086,7.1428604,1.5662819,94.3154,0.24630737,5.4382873,Venus,No,D,Time2
980,95.734795,4.187187,0.078016505,3.8959522,95.886604,0.21743895,92.62048,0.24630737,7.133202,Uranus,Yes,D,Time2
981,13.934334,8.620689,77.44497,23.073843,24.384237,52.541916,29.66015,40.14778,30.192066,Saturns,Yes,A,Time2
982,49.026306,4.9261093,46.047585,30.015718,40.394093,29.590189,29.769415,40.8867,29.343887,Pluto,No,B,Time2
983,6.1213617,7.1428604,86.73578,7.6388626,6.650245,85.71089,29.587173,38.17734,32.23548,Venus,No,A,Time2
984,11.439893,79.55665,9.003457,80.31357,9.605911,10.08052,12.14959,81.52709,6.3233204,Pluto,No,B,Time2
985,3.4308069,3.2019653,93.367226,8.22857,91.65144,0.11998968,4.1592774,95.812805,0.027919922,Jupiter,No,B,Time2
986,9.275333,13.546799,77.17787,30.474293,40.640396,28.885311,31.70582,38.17734,30.116835,Mars,No,A,Time2
987,30.966906,39.655174,29.37792,30.749819,36.69951,32.550667,37.77579,36.206894,26.017315,Jupiter,No,B,Time2
988,98.2375,1.7241362,0.038355555,28.996462,43.596058,27.407478,28.257545,45.07389,26.668564,Venus,Yes,C,Time2
989,35.193756,33.743843,31.0624,35.193756,33.743843,31.0624,75.692215,12.068962,12.238823,Pluto,Yes,B,Time2
990,43.80401,10.591133,45.60486,13.335202,13.054185,73.61062,23.318916,27.832512,48.848576,Venus,Yes,A,Time2
991,13.427051,78.57143,8.001523,25.02122,14.532021,60.44676,74.40493,11.083748,14.511318,Venus,No,C,Time2
992,50.24761,0.24630737,49.506084,7.304392,92.50716,0.18845206,95.311066,4.187187,0.50174546,Uranus,Yes,A,Time2
993,15.700134,12.561578,71.73828,80.91473,10.098526,8.986754,80.31357,9.605911,10.08052,Jupiter,Yes,B,Time2
994,94.95622,3.2019649,1.8418137,15.971497,66.25616,17.772346,35.90345,35.714287,28.38226,Mars,No,B,Time2
995,9.127135,9.605911,81.26696,30.7206,40.14778,29.131615,5.875058,7.6354675,86.48947,Jupiter,Yes,A,Time2
996,7.0778637,5.4187164,87.50342,84.09915,5.4187164,10.482132,91.95996,2.4630582,5.5769806,Mars,No,A,Time2
997,20.676344,11.083748,68.23991,14.504102,75.12315,10.372745,19.904034,73.645325,6.450645,Mars,No,A,Time2
998,31.666162,35.714287,32.619553,29.942024,39.162563,30.895412,31.499178,41.133003,27.367819,Mars,Yes,B,Time2
999,47.922325,3.2019653,48.875713,28.956804,41.133003,29.910192,29.942024,39.162563,30.895412,Pluto,No,B,Time2
1000,47.864742,7.1428604,44.992397,29.772299,41.625614,28.602085,29.525991,42.11823,28.35578,Mars,No,B,Time2
1001,7.3925533,7.1428604,85.46459,29.735378,42.11823,28.146395,28.188662,46.059113,25.752226,Mars,No,A,Time2
1002,44.453957,55.362343,0.18370005,97.63194,2.3645248,0.003533859,96.91504,0.39408115,2.6908832,Mars,Yes,C,Time2
1003,10.795511,3.940887,85.263596,13.648464,80.78818,5.563357,83.606544,6.403938,9.989522,Uranus,No,B,Time2
1004,18.257786,16.995071,64.74715,21.578188,68.2266,10.1952095,30.803638,51.477833,17.718529,Venus,No,A,Time2
1005,53.034657,6.1576385,40.807705,58.77201,40.640396,0.58759034,47.79832,45.566505,6.6351757,Mars,Yes,B,Time2
1006,95.32202,0.7389221,3.9390497,30.018606,41.133003,28.848392,28.965252,34.729065,36.305683,Pluto,Yes,C,Time2
1007,13.817374,6.1576385,80.02499,28.50385,44.581284,26.914865,39.8339,21.92118,38.24492,Venus,No,A,Time2
1008,92.97533,1.2315292,5.7931333,6.622329,90.8867,2.4909716,10.573652,88.91626,0.5100879,Jupiter,Yes,D,Time2
1009,49.721203,10.344826,39.933975,14.476469,74.87685,10.646685,30.441252,40.394093,29.164658,Venus,Yes,A,Time2
1010,10.04346,8.620689,81.335846,17.691456,20.443352,61.865192,19.941605,54.92611,25.132286,Pluto,Yes,A,Time2
1011,30.757519,39.655174,29.587305,30.018606,41.133003,28.848392,29.525991,42.11823,28.35578,Venus,Yes,B,Time2
1012,11.846929,10.098526,78.05455,59.354652,18.4729,22.172447,30.227991,41.133003,28.639008,Mars,No,A,Time2
1013,44.021095,13.546799,42.43211,38.059673,16.995071,44.94526,22.838825,55.91133,21.249842,Mars,No,A,Time2
1014,5.9042873,4.187187,89.90853,6.1297216,91.87191,1.9983642,35.61748,33.743843,30.638674,Mars,No,A,Time2
1015,71.77011,10.591133,17.638756,36.385624,28.817734,34.79664,20.173302,6.1576385,73.66907,Venus,No,C,Time2
1016,9.563314,7.1428604,83.29382,31.067368,38.17734,30.755287,28.850624,42.610836,28.538544,Uranus,No,A,Time2
1017,49.68612,2.216751,48.097134,98.2375,1.7241362,0.038355555,28.149006,43.596058,28.254934,Venus,Yes,B,Time2
1018,1.5292392,6.1576385,92.313126,13.834065,75.61576,10.550168,84.619736,8.620689,6.759571,Mars,Yes,A,Time2
1019,2.6107275,96.80223,0.58703613,8.267845,1.2399292,90.492226,60.67223,0.25611115,39.07166,Pluto,Yes,D,Time2
1020,93.21743,6.650245,0.13232422,84.505554,9.605911,5.888534,4.2906933,90.8867,4.8226075,Saturns,Yes,C,Time2
1021,31.809816,36.69951,31.490675,93.66498,3.2019653,3.13306,30.018606,41.133003,28.848392,Mars,Yes,D,Time2
1022,52.36625,0.24630737,47.387444,0.5335709,2.216751,97.24967,3.4892385,96.30542,0.2053418,Pluto,No,A,Time2
1023,56.71093,11.580559,31.708515,64.440155,19.959135,15.600703,30.510336,40.151985,29.33768,Venus,No,A,Time2
1024,17.045385,15.270935,67.68368,20.361591,29.064041,50.574364,29.902523,29.556646,40.540825,Mars,No,B,Time2
1025,73.92841,13.054185,13.017398,17.286509,11.083748,71.62974,15.489324,73.15271,11.357966,Venus,No,A,Time2
1026,47.44014,10.098526,42.461334,77.81086,12.068962,10.120179,31.035788,38.66995,30.294264,Venus,No,D,Time2
1027,45.94144,1.2315292,52.827026,48.48381,1.2315292,50.28466,65.18666,1.7241365,33.089203,Mercury,No,B,Time2
1028,12.6422,80.54187,6.8159304,75.19961,13.054185,11.746212,12.533657,79.06404,8.4023,Jupiter,No,C,Time2
1029,95.592224,2.7389219,1.6688429,93.83042,3.7093658,2.460217,93.48361,2.7093658,3.8070214,Venus,Yes,D,Time2
1030,29.525991,42.11823,28.35578,30.757519,39.655174,29.587305,29.66015,40.14778,30.192066,Jupiter,No,A,Time2
1031,9.797155,9.1132965,81.08954,30.296871,40.14778,29.555347,38.061752,38.17734,23.760902,Mars,Yes,A,Time2
1032,41.311733,18.965515,39.722748,28.167793,34.236458,37.595753,27.458096,32.266006,40.275898,Venus,Yes,A,Time2
1033,94.871605,3.4482803,1.6801149,4.3454475,4.9261093,90.72844,4.995282,7.881775,87.12294,Venus,Yes,D,Time2
1034,37.713165,0.7389221,61.547905,30.687195,1.2315292,68.08127,80.04848,19.45813,0.49339175,Venus,Yes,A,Time2
1035,50.39199,0.49260712,49.115402,4.0561705,21.674881,74.26894,33.105545,32.512314,34.382145,Mars,Yes,A,Time2
1036,33.509277,39.655174,26.835546,0.41041505,52.463055,47.12653,30.651716,41.133003,28.21528,Mars,No,A,Time2
1037,33.96223,36.206894,29.830873,30.474293,40.640396,28.885311,96.651146,3.2019653,0.1468988,Venus,Yes,D,Time2
1038,47.053394,52.793396,0.15320829,4.238592,0.7389221,95.022484,6.660423,93.327835,0.011740407,Mercury,No,C,Time2
1039,80.2953,12.068962,7.635731,12.150459,78.57143,9.278115,81.95236,9.605911,8.441726,Mars,No,B,Time2
1040,80.42211,11.083748,8.4941435,75.86963,12.561578,11.568788,11.302134,81.52709,7.1707764,Mars,Yes,A,Time2
1041,16.228237,71.67488,12.09688,11.846929,10.098526,78.05455,21.064598,50.985218,27.950182,Pluto,No,C,Time2
1042,30.296871,40.14778,29.555347,10.861708,12.068962,77.06932,77.63344,11.576355,10.790213,Venus,Yes,D,Time2
1043,72.686455,9.605911,17.707638,24.828058,42.610836,32.561104,6.799751,91.37931,1.8209424,Pluto,No,D,Time2
1044,7.2923584,90.39409,2.3135498,5.626665,86.945816,7.4275146,0.07789116,95.66354,4.2585654,Mercury,Yes,D,Time2
1045,10.460119,8.866997,80.67289,29.478043,38.916252,31.60571,16.419662,27.58621,55.99412,Pluto,No,A,Time2
1046,94.64102,4.679802,0.67916673,85.77194,1.2315292,12.996525,94.00021,1.7241365,4.2756433,Jupiter,No,D,Time2
1047,54.908627,0.24630737,44.845062,1.1889917,53.448277,45.362736,55.445076,44.08867,0.46625975,Mars,Yes,A,Time2
1048,53.91128,2.7093582,43.379368,30.264912,40.640396,29.094696,30.018606,41.133003,28.848392,Mercury,No,B,Time2
1049,11.452417,6.650245,81.89734,78.86496,9.1132965,12.021742,82.14625,7.6354675,10.218283,Mars,Yes,B,Time2
1050,15.722667,3.4482803,80.829056,80.3595,10.344826,9.295673,29.724344,38.423645,31.852013,Pluto,Yes,B,Time2
1051,30.015072,41.133003,28.851927,7.3329635,89.901474,2.7655613,5.6759033,92.36453,1.9595655,Pluto,No,D,Time2
1052,39.479057,20.93596,39.584984,20.267231,59.35961,20.37316,42.052734,38.66995,19.277317,Mars,No,B,Time3
1053,35.75525,31.773397,32.47135,13.124375,73.645325,13.230303,56.467873,23.39901,20.133123,Pluto,No,C,Time3
1054,39.606388,13.054185,47.33943,77.70232,10.591133,11.7065525,29.271988,39.655174,31.072838,Pluto,Yes,A,Time3
1055,11.9951315,14.039406,73.96547,31.459517,38.66995,29.870531,30.474293,40.640396,28.885311,Mars,Yes,A,Time3
1056,79.82095,10.591133,9.58791,10.316909,83.497536,6.1855516,11.016167,79.55665,9.427182,Mars,No,B,Time3
1057,32.484398,39.162563,28.353039,29.557955,41.625614,28.816431,5.8834133,92.36453,1.7520556,Jupiter,No,A,Time3
1058,89.69814,4.4334946,5.868359,29.456032,42.364532,28.17944,6.4374804,86.69951,6.8630075,Venus,No,B,Time3
1059,76.955246,10.344826,12.699929,9.349126,87.68472,2.9661474,48.443558,0.98522186,50.57122,Venus,No,B,Time3
1060,94.39472,5.172417,0.43285918,1.4499053,1.2315292,97.318565,26.287102,49.01478,24.698118,Mars,Yes,B,Time3
1061,77.38713,12.068962,10.543909,9.074944,80.04926,10.875793,77.948616,10.098526,11.952856,Mars,Yes,B,Time3
1062,84.74898,8.37439,6.8766346,76.64186,11.822662,11.535476,86.89864,4.9261093,8.175243,Mars,No,D,Time3
1063,97.14375,2.216751,0.6395059,96.788895,1.2315294,1.9795746,0.07019043,99.75369,0.17611817,Mars,Yes,C,Time3
1064,97.88266,0.7389221,1.3784204,28.750156,44.08867,27.161175,52.78998,0.24630737,46.96371,Uranus,Yes,D,Time3
1065,50.67134,0.24630737,49.082355,28.39531,43.103455,28.501236,29.242765,43.103455,27.65378,Uranus,No,B,Time3
1066,8.947617,87.93104,3.1213477,11.750914,35.714287,52.5348,14.817202,52.463055,32.71974,Jupiter,Yes,C,Time3
1067,52.524895,47.29064,0.18446778,29.09758,41.37931,29.523108,29.702333,41.87192,28.425741,Pluto,Yes,D,Time3
1068,9.235663,11.083748,79.68059,30.474293,40.640396,28.885311,30.7206,40.14778,29.131615,Mars,No,A,Time3
1069,50.040966,3.2019653,46.75707,97.88266,0.7389221,1.3784204,30.188332,38.66995,31.14172,Mars,Yes,C,Time3
1070,35.33361,52.95566,11.710728,28.257545,45.07389,26.668564,31.39063,39.655174,28.954193,Pluto,No,B,Time3
1071,48.982006,3.2019653,47.81603,92.13994,3.69458,4.165478,60.251247,37.684727,2.0640209,Mars,Yes,B,Time3
1072,97.20051,0.49260715,2.306888,36.374588,25.123156,38.502254,29.321873,44.334976,26.343151,Venus,No,B,Time3
1073,10.575737,10.098526,79.32574,73.25838,13.546799,13.19482,74.21438,15.024635,10.760986,Jupiter,No,A,Time3
1074,0.22883452,9.605911,90.16525,9.784639,82.01971,8.195654,11.765523,83.99014,4.244331,Venus,No,A,Time3
1075,52.698875,0.98522186,46.3159,29.298819,38.423645,32.27754,24.842264,41.37931,33.778427,Mars,Yes,B,Time3
1076,32.45494,37.69295,29.85211,9.432836,8.538582,82.02859,97.37878,0.7389221,1.8822945,Venus,Yes,B,Time3
1077,31.774702,37.19212,31.033178,9.077024,1.2315292,89.69145,38.159863,33.743843,28.096298,Venus,No,A,Time3
1078,34.63226,35.714287,29.65345,13.065929,80.54187,6.3921995,15.489324,73.15271,11.357966,Mars,No,C,Time3
1079,30.507671,40.14778,29.344547,29.768764,41.625614,28.60562,30.933212,40.14778,28.919006,Mars,No,B,Time3
1080,25.504362,5.665024,68.83062,0.21003295,18.965515,80.82445,25.425026,0.7389221,73.836044,Venus,Yes,A,Time3
1081,86.87663,8.37439,4.7489758,7.4677734,87.192116,5.3401074,8.139605,86.69951,5.160884,Mercury,No,B,Time3
1082,4.8600826,0.49260706,94.64731,2.3299475,6.403938,91.26611,86.00251,2.4630582,11.534428,Mars,No,D,Time3
1083,92.97533,1.2315292,5.7931333,0.1286377,92.85714,7.014224,3.7355468,95.812805,0.45165038,Jupiter,No,C,Time3
1084,52.341187,0.7389221,46.919888,31.068775,38.17734,30.753881,33.643974,34.729065,31.626965,Venus,No,A,Time3
1085,64.726685,3.2019653,32.07135,14.4468355,4.187187,81.36598,30.016476,41.133003,28.85052,Pluto,No,C,Time3
1086,77.3137,11.330048,11.356253,28.784195,42.857136,28.358667,52.83828,45.812805,1.3489159,Venus,Yes,C,Time3
1087,87.36925,7.38916,5.2415905,89.631065,5.4187164,4.9502163,92.54272,6.403938,1.0533502,Venus,Yes,D,Time3
1088,18.02126,67.24138,14.737363,28.50385,44.581284,26.914865,30.966906,39.655174,29.37792,Mars,No,C,Time3
1089,43.22922,36.945812,19.824966,39.15208,28.07882,32.7691,39.420395,24.137932,36.441673,Pluto,Yes,D,Time3
1090,72.9913,12.315277,14.693422,56.597836,18.719213,24.682945,17.14076,66.99507,15.864168,Mars,No,D,Time3
1091,54.484898,0.24630737,45.268795,31.716263,44.08867,24.19507,33.64704,37.684727,28.668234,Mercury,No,C,Time3
1092,15.924957,9.852219,74.222824,29.881567,42.364532,27.753902,8.811445,86.206894,4.98166,Uranus,No,C,Time3
1093,53.075947,2.216751,44.707306,27.41009,45.07389,27.51602,28.572733,43.596058,27.83121,Venus,No,C,Time3
1094,4.4849014,0.24630737,95.26879,88.47295,11.083748,0.4432959,7.628416,0.7389221,91.63266,Jupiter,No,A,Time3
1095,23.080969,13.054185,63.864853,30.474293,40.640396,28.885311,29.942024,39.162563,30.895412,Venus,Yes,A,Time3
1096,46.100075,11.083748,42.816177,2.1992795,5.665024,92.135704,83.94971,9.1132965,6.9369955,Pluto,No,D,Time3
1097,43.488823,12.068962,44.44221,32.484398,39.162563,28.353039,30.996128,36.206894,32.796978,Uranus,Yes,A,Time3
1098,92.84042,4.84401,2.3155706,97.381226,0.75533295,1.8634405,5.336369,94.57674,0.08689462,Mars,Yes,C,Time3
1099,49.343887,40.8867,9.769417,30.238962,33.99015,35.770885,11.67383,47.29064,41.035526,Mars,Yes,D,Time3
1100,30.159103,42.11823,27.722668,8.949704,9.1132965,81.93699,3.6228344,51.970448,44.40672,Mars,No,B,Time3
1101,38.533485,25.36946,36.09705,97.035194,0.7389221,2.225878,99.15384,0.7389221,0.107233845,Uranus,No,D,Time3
1102,85.77927,8.866997,5.353736,88.847084,4.4334946,6.7194233,25.73944,53.20197,21.05859,Mars,No,D,Time3
1103,70.94144,1.2315292,27.827034,13.203691,78.57143,8.224883,53.34313,13.546799,33.110073,Venus,No,B,Time3
1104,86.025566,8.37439,5.6000395,5.810708,89.655174,4.5341163,89.989525,6.4039373,3.6065407,Mars,Yes,C,Time3
1105,50.145687,0.98522186,48.86909,32.27754,38.423645,29.298819,9.572368,81.28079,9.146841,Pluto,No,D,Time3
1106,29.769415,40.8867,29.343887,29.8365,39.901478,30.262026,30.015718,40.394093,29.590189,Mercury,Yes,B,Time3
1107,31.952127,37.684727,30.363146,28.50385,44.581284,26.914865,31.70582,38.17734,30.116835,Mars,Yes,B,Time3
1108,13.867466,14.532021,71.60052,14.927827,75.12315,9.9490185,14.790066,77.0936,8.116336,Mars,No,A,Time3
1109,14.606389,13.054185,72.33943,31.883244,38.66995,29.446808,0.13194337,44.95495,54.913105,Mars,Yes,C,Time3
1110,48.06244,4.187187,47.750374,29.164011,41.133003,29.702986,29.343233,41.625614,29.03115,Uranus,No,A,Time3
1111,91.04116,4.187187,4.7716537,14.229514,76.108376,9.662112,30.261374,40.640396,29.09823,Uranus,Yes,D,Time3
1112,88.738045,1.2315292,10.030421,97.212616,1.2315292,1.5558455,0.4542529,97.29065,2.2551026,Mars,No,A,Time3
1113,28.750156,44.08867,27.161175,26.98636,45.07389,27.939749,30.336533,42.610836,27.052635,Venus,No,B,Time3
1114,50.41877,37.19212,12.3891115,10.191668,12.561578,77.24675,28.257545,45.07389,26.668564,Uranus,Yes,C,Time3
1115,13.512623,13.546799,72.94058,15.91305,73.15271,10.93424,28.996462,43.596058,27.407478,Saturns,Yes,A,Time3
1116,28.434965,45.566505,25.99853,27.754498,40.14778,32.09772,32.86846,36.69951,30.432028,Venus,No,B,Time3
1117,34.327515,43.103455,22.569035,30.365753,39.162563,30.471684,29.587173,38.17734,32.23548,Mars,No,B,Time3
1118,14.789851,73.39902,11.811131,79.26213,10.837433,9.900433,30.68756,39.901478,29.410967,Venus,No,D,Time3
1119,28.313595,40.394093,31.292313,86.33896,6.8965516,6.7644887,58.412125,20.197048,21.390839,Venus,Yes,D,Time3
1120,94.58023,1.477829,3.9419365,4.803481,95.07388,0.12263183,4.377949,95.07388,0.54816407,Mars,No,D,Time3
1121,98.7301,0.73892206,0.53096265,94.42394,1.7241365,3.8519151,1.420692,4.679802,93.8995,Mars,No,A,Time3
1122,83.18175,7.1428604,9.675395,45.242344,8.128076,46.62958,85.3765,6.157639,8.465864,Pluto,No,D,Time3
1123,89.270325,2.7093582,8.020321,86.659065,3.69458,9.646354,90.55194,8.62069,0.82736707,Jupiter,No,D,Time3
1124,78.17613,18.965515,2.8583436,91.45784,1.7241365,6.8180165,91.645706,8.128076,0.22621705,Jupiter,No,A,Time3
1125,3.6270018,94.33498,2.0380177,97.2815,0.24630737,2.4721854,99.40015,0.24630737,0.35354123,Venus,No,D,Time3
1126,91.89201,7.6354675,0.47252077,95.76401,0.7389221,3.497064,93.22164,0.7389221,6.0394373,Jupiter,Yes,D,Time3
1127,90.50185,0.24630737,9.251846,96.85777,0.24630737,2.895914,96.29629,2.216751,1.4869635,Jupiter,No,C,Time3
1128,11.373093,1.7241365,86.90276,80.411674,5.172417,14.415911,94.67024,1.2315292,4.0982184,Jupiter,No,A,Time3
1129,29.80426,41.133003,29.062737,32.021008,36.69951,31.279484,29.271988,39.655174,31.072838,Venus,No,D,Time3
1130,28.326427,44.08867,27.584904,28.109343,41.133003,30.757654,27.50819,40.640396,31.851414,Mars,No,A,Time3
1131,29.981686,41.625614,28.3927,41.242847,19.950745,38.80641,35.76569,37.684727,26.549583,Venus,No,D,Time3
1132,11.946336,80.78818,7.265486,16.016144,24.137932,59.845932,13.244942,77.3399,9.415156,Venus,Yes,C,Time3
1133,30.30731,46.059113,23.63358,97.14375,2.216751,0.6395059,6.6912107,89.901474,3.4073143,Venus,Yes,D,Time3
